Resource	Platform	Dataset	Metric	top_frac	top_k	n_pairs	n_drugs	n_precursors	Spearman(score, external)	P_spearman	Top_mean	Background_mean	Enrichment_ratio	Empirical_p	source	upstream_source
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.05	1413	28246	58	487	0.0262573166330629	1.017062930659132e-05	0.0092002830856334	0.0072930680450329	1.2615106603728212	0.2313537292541491	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.1	2825	28246	58	487	0.0262573166330629	1.017062930659132e-05	0.0425801598060046	0.0406502886895189	1.047474967059296	0.0011997600479904	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.1	2825	28246	58	487	0.0262573166330629	1.017062930659132e-05	0.1171681415929203	0.0970048856475253	1.2078581486984046	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.1	2825	28246	58	487	0.0262573166330629	1.017062930659132e-05	0.0095575221238938	0.0108687955816752	0.879354299386008	0.7896420715856829	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.1	2825	28246	58	487	0.0262573166330629	1.017062930659132e-05	0.0060176991150442	0.0072930680450329	0.8251258699200963	0.8240351929614077	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.01	304	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.0402226333750955	0.0403706259660942	0.9963341516893268	0.5230953809238152	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.01	304	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.1052631578947368	0.0938446346280447	1.1216747586257825	0.279744051189762	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.01	304	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.0131578947368421	0.0087228439763001	1.5084409136047665	0.2779444111177764	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.01	304	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.006578947368421	0.005892034233048	1.1165833578359303	0.5326934613077384	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.05	1519	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.0433466171264167	0.0403706259660942	1.0737167455075367	0.0003999200159968	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.05	1519	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.1217906517445688	0.0938446346280447	1.2977902490354265	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.05	1519	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.0125082290980908	0.0087228439763001	1.4339622641509433	0.0707858428314337	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.05	1519	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.0078999341672152	0.005892034233048	1.340782122905028	0.176364727054589	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.1	3038	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.0428722241167265	0.0403706259660942	1.0619658003998578	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.1	3038	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.1148782093482554	0.0938446346280447	1.2241318835496318	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.1	3038	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.0121790651744568	0.0087228439763001	1.3962264150943395	0.022995400919816	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.1	3038	30380	62	490	0.0432727969450669	4.501696960616339e-14	0.0078999341672152	0.005892034233048	1.340782122905028	0.0755848830233953	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed19_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.01	283	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.0413498986152709	0.0406502886895189	1.0172104540534883	0.3599280143971206	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.01	283	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.1060070671378091	0.0970048856475253	1.0928013205746565	0.3351329734053189	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.01	283	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.0035335689045936	0.0108687955816752	0.3251113592154786	0.9562087582483504	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.01	283	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.0035335689045936	0.0072930680450329	0.4845106178599608	0.8760247950409918	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.05	1413	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.0411647691827739	0.0406502886895189	1.0126562568149162	0.276744651069786	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.05	1413	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.1019108280254777	0.0970048856475253	1.0505741782509648	0.267746450709858	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.05	1413	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.0106157112526539	0.0108687955816752	0.9767145929721917	0.5660867826434713	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.05	1413	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.0070771408351026	0.0072930680450329	0.9703928156714008	0.5708858228354329	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.1	2825	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.0417151646866335	0.0406502886895189	1.0261960254513325	0.036992601479704	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.1	2825	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.1090265486725663	0.0970048856475253	1.1239284283960986	0.0163967206558688	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.1	2825	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.0099115044247787	0.0108687955816752	0.9119229771410452	0.7256548690261948	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.1	2825	28246	58	487	0.0288464245932811	1.2415917036014222e-06	0.0049557522123893	0.0072930680450329	0.679515422287138	0.9568086382723456	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.01	304	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.0452492166496858	0.0403706259660942	1.120845059169728	0.0077984403119376	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.01	304	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.1447368421052631	0.0938446346280447	1.5423027931104507	0.0025994801039792	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.01	304	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.0131578947368421	0.0087228439763001	1.5084409136047665	0.2851429714057188	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.01	304	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.0131578947368421	0.005892034233048	2.233166715671861	0.1091781643671265	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.05	1519	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.0427721021315285	0.0403706259660942	1.0594857302299758	0.0013997200559888	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.05	1519	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.1165240289664252	0.0938446346280447	1.241669589617678	0.0015996800639872	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.05	1519	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.0131665569453587	0.0087228439763001	1.5094339622641508	0.0437912417516496	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.05	1519	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.009874917709019	0.005892034233048	1.675977653631285	0.03999200159968	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.1	3038	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.0429934856172393	0.0403706259660942	1.0649695066246423	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.1	3038	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.1148782093482554	0.0938446346280447	1.2241318835496318	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.1	3038	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.0128373930217248	0.0087228439763001	1.471698113207547	0.0103979204159168	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.1	3038	30380	62	490	0.0355695451753573	5.595281119355715e-10	0.0088874259381171	0.005892034233048	1.5083798882681565	0.0213957208558288	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed1_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.01	283	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.0454587869112293	0.0406502886895189	1.1182893990848883	0.006998600279944	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.01	283	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.1236749116607773	0.0970048856475253	1.2749348740037658	0.0839832033593281	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.01	283	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.0176678445229682	0.0108687955816752	1.6255567960773931	0.2023595280943811	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.01	283	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.0141342756183745	0.0072930680450329	1.9380424714398437	0.152369526094781	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.05	1413	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.0416269499287665	0.0406502886895189	1.02402593611837	0.1291741651669666	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.05	1413	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.1061571125265392	0.0970048856475253	1.094348102344755	0.127374525094981	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.05	1413	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.0120311394196744	0.0108687955816752	1.1069432053684838	0.3617276544691061	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.05	1413	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.0070771408351026	0.0072930680450329	0.9703928156714008	0.5758848230353929	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.1	2825	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.0420670093617483	0.0406502886895189	1.0348514295445768	0.008998200359928	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.1	2825	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.1107964601769911	0.0970048856475253	1.1421740197661652	0.003999200159968	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.1	2825	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.0123893805309734	0.0108687955816752	1.1399037214263066	0.2241551689662067	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.1	2825	28246	58	487	0.0233436456555561	8.722770289686826e-05	0.0070796460176991	0.0072930680450329	0.9707363175530545	0.5876824635072986	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.01	304	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.0372635904007643	0.0403706259660942	0.92303722097499	0.9548090381923616	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.01	304	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.0756578947368421	0.0938446346280447	0.806203732762281	0.8868226354729054	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.01	304	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.0032894736842105	0.0087228439763001	0.3771102284011916	0.9318136372725456	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.01	304	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.0032894736842105	0.005892034233048	0.5582916789179653	0.8278344331133773	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.05	1519	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.0411270046036867	0.0403706259660942	1.0187358659790842	0.1793641271745651	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.05	1519	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.1026991441737985	0.0938446346280447	1.094352858646089	0.1217756448710258	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.05	1519	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.0085582620144832	0.0087228439763001	0.981132075471698	0.5770845830833833	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.05	1519	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.0065832784726793	0.005892034233048	1.11731843575419	0.4139172165566886	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	abs_spearman_rho	0.1	3038	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.0427074289912904	0.0403706259660942	1.0578837451556693	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_p_lt_0_05	0.1	3038	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.1112574061882817	0.0938446346280447	1.1855489301999298	0.0005998800239952	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_1	0.1	3038	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.0131665569453587	0.0087228439763001	1.5094339622641508	0.0073985202959408	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDS	is_fdr_lt_0_05	0.1	3038	30380	62	490	0.0402065435110724	2.374845047136395e-12	0.0095457537853851	0.005892034233048	1.6201117318435754	0.0071985602879424	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed20_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.01	283	28246	58	487	0.031074434394272	1.755065962263929e-07	0.0459758078699719	0.0406502886895189	1.1310081515319266	0.0047990401919616	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.01	283	28246	58	487	0.031074434394272	1.755065962263929e-07	0.1590106007067137	0.0970048856475253	1.6392019808619844	0.000999800039992	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.01	283	28246	58	487	0.031074434394272	1.755065962263929e-07	0.0282685512367491	0.0108687955816752	2.600890873723829	0.0123975204959008	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.01	283	28246	58	487	0.031074434394272	1.755065962263929e-07	0.0212014134275618	0.0072930680450329	2.9070637071597654	0.0177964407118576	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.05	1413	28246	58	487	0.031074434394272	1.755065962263929e-07	0.0451932397314859	0.0406502886895189	1.1117569195305226	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_p_lt_0_05	0.05	1413	28246	58	487	0.031074434394272	1.755065962263929e-07	0.1387119603680113	0.0970048856475253	1.429948187063813	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_1	0.05	1413	28246	58	487	0.031074434394272	1.755065962263929e-07	0.016277423920736	0.0108687955816752	1.4976290425573604	0.0353929214157168	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	is_fdr_lt_0_05	0.05	1413	28246	58	487	0.031074434394272	1.755065962263929e-07	0.0099079971691436	0.0072930680450329	1.3585499419399611	0.1467706458708258	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
DepMap_PRISM_CCLE	CCLE/PRISM	MDR	abs_spearman_rho	0.1	2825	28246	58	487	0.031074434394272	1.755065962263929e-07	0.0437781967015819	0.0406502886895189	1.0769467601067615	0.0001999600079984	external_validation/processed/DepMap_PRISM/model_enrichment/PRISM_CCLE_seed21_enrichment_summary.csv	formal_runs/table_exports/external_enrichment_final_raw.tsv
